Size,Threads,Time
,1,
0.014173
,1,
0.014238
,1,
0.014175
,1,
0.014186
,1,
0.014168
,2,
0.007592
,2,
0.007598
,2,
0.007578
,2,
0.007615
,2,
0.007635
,3,
0.006139
,3,
0.006186
,3,
0.006153
,3,
0.006149
,3,
0.006129
,4,
0.004965
,4,
0.004963
,4,
0.005069
,4,
0.005067
,4,
0.005069
,5,
0.005722
,5,
0.005825
,5,
0.005830
,5,
0.005886
,5,
0.005359
,6,
0.005644
,6,
0.004995
,6,
0.004733
,6,
0.005690
,6,
0.005643
,7,
0.005625
,7,
0.006192
,7,
0.005708
,7,
0.005595
,7,
0.005679
,8,
0.005685
,8,
0.005673
,8,
0.005682
,8,
0.005497
,8,
0.005686
,9,
0.005018
,9,
0.005164
,9,
0.005091
,9,
0.005195
,9,
0.005056
,10,
0.005055
,10,
0.005037
,10,
0.005114
,10,
0.005070
,10,
0.005031
,11,
0.005311
,11,
0.005307
,11,
0.005367
,11,
0.005457
,11,
0.005812
,12,
0.005644
,12,
0.005877
,12,
0.005956
,12,
0.005599
,12,
0.005950
,13,
0.006098
,13,
0.006721
,13,
0.006703
,13,
0.006311
,13,
0.006201
,14,
0.006432
,14,
0.005944
,14,
0.005701
,14,
0.006346
,14,
0.006367
,15,
0.005386
,15,
0.005422
,15,
0.005473
,15,
0.005079
,15,
0.005413
,16,
0.004984
,16,
0.004977
,16,
0.004945
,16,
0.005016
,16,
0.005229
,17,
0.005948
,17,
0.006071
,17,
0.008040
,17,
0.006141
,17,
0.006057
,18,
0.005517
,18,
0.005476
,18,
0.005532
,18,
0.005493
,18,
0.005498
,19,
0.006218
,19,
0.005898
,19,
0.006213
,19,
0.005949
,19,
0.006212
,20,
0.005404
,20,
0.005394
,20,
0.005374
,20,
0.005960
,20,
0.005395
,21,
0.005378
,21,
0.005374
,21,
0.005328
,21,
0.005418
,21,
0.008390
,22,
0.006340
,22,
0.006369
,22,
0.006324
,22,
0.006337
,22,
0.006335
,23,
0.006507
,23,
0.007177
,23,
0.006088
,23,
0.006027
,23,
0.006037
,24,
0.005338
,24,
0.005762
,24,
0.005288
,24,
0.005315
,24,
0.005294
,25,
0.006031
,25,
0.005510
,25,
0.006069
,25,
0.006020
,25,
0.005554
,26,
0.006005
,26,
0.005415
,26,
0.005394
,26,
0.006036
,26,
0.005968
,27,
0.005650
,27,
0.005595
,27,
0.006078
,27,
0.005718
,27,
0.005516
,28,
0.005078
,28,
0.004953
,28,
0.004962
,28,
0.004971
,28,
0.004967
,29,
0.004595
,29,
0.004561
,29,
0.004612
,29,
0.004897
,29,
0.005023
,30,
0.005739
,30,
0.005695
,30,
0.006760
,30,
0.005753
,30,
0.005770
,31,
0.005270
,31,
0.005762
,31,
0.005728
,31,
0.005763
,31,
0.005843
,32,
0.005940
,32,
0.005925
,32,
0.005751
,32,
0.005813
,32,
0.005764
,33,
0.005880
,33,
0.005797
,33,
0.005713
,33,
0.005716
,33,
0.005783
,34,
0.006526
,34,
0.006624
,34,
0.006535
,34,
0.005707
,34,
0.007754
,35,
0.005474
,35,
0.005649
,35,
0.006021
,35,
0.005561
,35,
0.006131
,36,
0.004966
,36,
0.004901
,36,
0.004948
,36,
0.004893
,36,
0.005149
,37,
0.005144
,37,
0.005131
,37,
0.005143
,37,
0.005135
,37,
0.005200
,38,
0.005611
,38,
0.005589
,38,
0.005645
,38,
0.006063
,38,
0.005554
,39,
0.005995
,39,
0.006045
,39,
0.006143
,39,
0.006102
,39,
0.006097
,40,
0.005168
,40,
0.005522
,40,
0.005211
,40,
0.005176
,40,
0.005188
,41,
0.005986
,41,
0.005903
,41,
0.005829
,41,
0.005871
,41,
0.005849
,42,
0.006554
,42,
0.006745
,42,
0.007007
,42,
0.007018
,42,
0.006510
,43,
0.004863
,43,
0.004819
,43,
0.004829
,43,
0.004868
,43,
0.004901
,44,
0.005703
,44,
0.006130
,44,
0.005782
,44,
0.006611
,44,
0.005742
,45,
0.005241
,45,
0.005172
,45,
0.005237
,45,
0.005229
,45,
0.005165
,46,
0.005320
,46,
0.005213
,46,
0.005304
,46,
0.005137
,46,
0.005235
,47,
0.005716
,47,
0.004875
,47,
0.005727
,47,
0.004822
,47,
0.004841
,48,
0.004988
,48,
0.005090
,48,
0.005007
,48,
0.005082
,48,
0.005085
,49,
0.004990
,49,
0.005166
,49,
0.005229
,49,
0.006071
,49,
0.006031
,50,
0.005172
,50,
0.005124
,50,
0.005164
,50,
0.005207
,50,
0.005163
,51,
0.004836
,51,
0.007221
,51,
0.004845
,51,
0.004855
,51,
0.004869
,52,
0.004347
,52,
0.004327
,52,
0.004347
,52,
0.004787
,52,
0.004328
,53,
0.004952
,53,
0.004947
,53,
0.004945
,53,
0.004918
,53,
0.004925
,54,
0.005984
,54,
0.005609
,54,
0.005966
,54,
0.005615
,54,
0.005603
,55,
0.004757
,55,
0.005111
,55,
0.006413
,55,
0.005225
,55,
0.004770
,56,
0.005535
,56,
0.005445
,56,
0.005463
,56,
0.005488
,56,
0.005509
,57,
0.004511
,57,
0.004044
,57,
0.004091
,57,
0.004117
,57,
0.004096
,58,
0.005392
,58,
0.005472
,58,
0.005479
,58,
0.005515
,58,
0.005240
,59,
0.005702
,59,
0.005678
,59,
0.005676
,59,
0.005929
,59,
0.005734
,60,
0.004714
,60,
0.004750
